date,headline,summary,close_price,Headline_Sentiment,Content_Sentiment
2024-02-06,"Freshworks Inc. (FRSH) Q4 2023 Earnings Call Transcript, Freshworks Inc (FRSH) Posts 20% Revenue Growth in Q4; Full Year 2023 Results Show Improved ..., Freshworks (NASDAQ:FRSH) Surprises With Q4 Sales, Guides For 18.6% Growth Next Year, Freshworks Earnings Top Estimates, Thanks to AI, Freshworks Reports Fourth Quarter and Full Year 2023 Results, Freshworks beats fourth quarter revenue estimates on AI-powered demand, Analysts Are Bullish on Top Technology Stocks: NXP Semiconductors (NXPI), Freshworks (FRSH), Q3 2023 Freshworks Inc Earnings Call Transcript, Freshworks Inc Investor Day Transcript, Freshworks Inc at Oppenheimer Technology, Internet & Communications Conference (Virtual) ..., Q2 2023 Freshworks Inc Earnings Call Transcript, Freshworks Inc Q2 2023 Product Launch Event Transcript, Freshworks Inc at JPMorgan Global Technology, Media and Communications Conference Transcript, Freshworks Inc at Needham Technology and Media Conference Transcript, Q1 2023 Freshworks Inc Earnings Call Transcript, Freshworks Inc at Morgan Stanley Technology, Media & Telecom Conference Transcript, Full Year 2022 Freshworks Inc Earnings Call Transcript, Freshworks Inc at Barclays Global Technology, Media and Telecommunications Conference Transcript, Q3 2022 Freshworks Inc Earnings Call Transcript, Q2 2022 Freshworks Inc Earnings Call Transcript, Freshworks Inc at UBS Technology, Media & Telecom Conference Transcript, Freshworks Inc at JPMorgan Global Technology, Media & Communications Conference Transcript, Q1 2022 Freshworks Inc Earnings Call Transcript, Freshworks Inc at Wolfe Research Software's ""March Madness"" Conference (Virtual) ..., Freshworks Inc at Morgan Stanley Technology, Media, and Telecom Conference (Virtual) Transcript, Q4 2021 Freshworks Inc Earnings Call Transcript, Q1 2021 Freshworks Inc Earnings Call Transcript, Freshworks Inc Annual Shareholders Meeting Transcript, CEO Slashes Freshworks Stake, Earnings Scheduled For February 6, 2024, Freshworks Non-GAAP EPS of $0.08 beats by $0.03, revenue of $160.11M beats by $1.65M, Freshworks: Q4 Earnings Insights, Freshworks sees FY24 EPS 29c-31c, consensus 31c, Freshworks sees Q1 EPS 7c-8c, consensus 6c, Freshworks reports Q4 EPS 8c, consensus 5c","Freshworks Inc. (NASDAQ:NASDAQ:FRSH) Q4 2023 Earnings Conference Call February 6, 2024 5:00 AM ETCompany ParticipantsJoon Huh - VP, IRGirish Mathrubootham -..., Strong Finish with Significant Free Cash Flow and Operational Income, Business software provider Freshworks (NASDAQ: FRSH) announced better-than-expected results in Q4 FY2023, with revenue up 20.2% year on year to $160.1 million. The company expects next quarter's revenue to be around $163.5 million, in line with analysts' estimates. It made a non-GAAP profit of $0.08 per share, improving from its profit of $0.01 per share in the same quarter last year., Freshworks is the latest enterprise-software company to attribute strong performance in part to the rollout of new artificial-intelligence features., Full year revenue grew 20% year-over-year for both as reported and constant currencyFourth quarter revenue grew 20% year-over-year, 19% adjusting for constant currencyImproved business efficiency with $30.9 million in net cash provided by operating activities and $28.6 million of free cash flow in the quarter SAN MATEO, Calif., Feb. 06, 2024 (GLOBE NEWSWIRE) -- Freshworks Inc. (NASDAQ: FRSH), a leading software company empowering businesses to delight their customers and employees, today announc, Software firm Freshworks beatWall Street estimates for fourth-quarter revenue on Tuesday,driven by a surge in demand for its AI-powered customer supportand IT services products. ..., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",14.886000061035157,0.8591,0.9859
2024-02-05,"Top small-cap ideas by Oppenheimer as sector sees improvement, Earnings Preview For Freshworks, Freshworks (FRSH) Reports Q4: Everything You Need To Know Ahead Of Earnings, Notable earnings after Tuesday's close","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Business software provider Freshworks (NASDAQ: FRSH) will be reporting earnings tomorrow after the bell. Here's what investors should know., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",16.742499828338623,0.5859,0.0
2024-02-02,JPMorgan ups Freshworks target but 'tactically cautious' into earnings,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,16.270000457763672,-0.1531,0.0
2024-01-31,PagerDuty: Deceleration In Customer Growth Is Alarming,"The deceleration in PagerDuty's customer segment is alarming, indicating a loss of appeal for its products. Read why I issued a SELL rating to PD stock.",16.389999389648438,0.2732,-0.4215
2024-01-30,Freshworks (FRSH) Partners With AWS to Expand SaaS Offerings,Freshworks (FRSH) expands its SaaS offerings through its multi-year strategic collaboration agreement with Amazon Web Services.,16.93000030517578,0.3182,0.6486
2024-01-29,"Freshworks Announces Strategic Collaboration Agreement with AWS to Increase the Reach of its AI-boosted Software-as-a-Service, Freshworks enters collaboration agreement with AWS","The collaboration will provide AWS customers an easy way to access Freshworks’ modern business software built for customer support, IT, sales, marketing departments and other business teamsSAN MATEO, Calif., Jan. 29, 2024 (GLOBE NEWSWIRE) -- Freshworks Inc. (NASDAQ: FRSH) announced today that it has signed a multi-year Strategic Collaboration Agreement (SCA) with Amazon Web Services (AWS) to develop and expand Freshworks’ capabilities on AWS. The agreement is set to commence in early 2024, with, Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",15.804999828338625,0.8316,0.9325
2024-01-28,Freshworks Is Significantly Undervalued And Does Not Reflect The Potential For Expanded Margins,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,15.970000267028809,0.0,0.0
2024-01-26,"Analysts Offer Insights on Technology Companies: OSI Systems (OSIS), Intel (INTC) and Freshworks (FRSH)",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,16.579999923706055,0.0,0.0
2024-01-25,The Fresh Factory Reports Preliminary Unaudited Q4 2023 Results,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,16.559999465942383,0.3182,0.0
2024-01-22,"Analysts Offer Insights on Technology Companies: Freshworks (FRSH), Zebra Tech (ZBRA) and Beam Global (BEEM)",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,15.770000457763672,0.0,0.0
2024-01-19,"Freshworks falls amid M Science note on December churn, First Week of March 15th Options Trading For Freshworks (FRSH)","Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",15.53000020980835,0.0,0.0
2024-01-18,Reflecting On Sales And Marketing Software Stocks’ Q3 Earnings: Yext (NYSE:YEXT),Let's dig into the relative performance of Yext (NYSE:YEXT) and its peers as we unravel the now-completed Q3 sales and marketing software earnings season.,15.3100004196167,0.0,0.0
2024-01-17,Why Freshworks (FRSH) Shares Are Trading Lower Today,"Shares of business software provider Freshworks (NASDAQ: FRSH) fell 5.2% in the morning session after a broader market downturn as the Dow fell for the third straight day amidst surging yields. The decline was influenced by stronger-than-expected December 2023 retail sales, up 0.6% from November 2023 (versus expectations for 0.4% growth), potentially challenging expectations of aggressive Federal Reserve rate cuts in 2024. This marks a shift from the more optimistic market sentiment at the end o",15.34000015258789,0.0,0.5413
2024-01-16,Q3 Rundown: Freshworks (NASDAQ:FRSH) Vs Other Sales Software Stocks,"As Q3 earnings season comes to a close, it’s time to take stock of this quarter's best and worst performers amongst the sales software stocks, including Freshworks (NASDAQ:FRSH) and its peers.",14.890000343322754,0.0,0.0258
2024-01-15,Sales Software Q3 Earnings: HubSpot (NYSE:HUBS) is the Best in the Biz,"The end of the earnings season is always a good time to take a step back and see who shined (and who not so much). Let’s take a look at how the sales software stocks have fared in Q3, starting with HubSpot (NYSE:HUBS).",14.899999618530272,0.6369,0.4404
2024-01-12,"Director Johanna Flower Sells 4,800 Shares of Freshworks Inc (FRSH), Software and SaaS skewed to the upside in 2024 - 3 top picks - Baird, Catalyst Watch: Eyes on oil, Goldman Sachs earnings, Samsung event and Oddity Tech lockup expiration","Johanna Flower, a director at Freshworks Inc (NASDAQ:FRSH), executed a sale of 4,800 shares in the company on January 10, 2024, according to a recent SEC Filing., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results., Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.",14.733333269755043,0.4588,0.3736
2024-01-11,Freshworks to Participate in 26th Annual Needham Growth Conference,"SAN MATEO, Calif., Jan. 11, 2024 (GLOBE NEWSWIRE) -- Freshworks Inc., (NASDAQ: FRSH) today announced that Tyler Sloat, Chief Financial Officer, is scheduled to participate in a fireside chat at the 26th Annual Needham Growth Conference on Wednesday, January 17, 2024 at 8:00 a.m. Pacific Time / 11:00 a.m. Eastern Time. An audio webcast replay will be accessible from the Freshworks investor relations website at https://ir.freshworks.com. About Freshworks Inc.Freshworks Inc., (NASDAQ: FRSH) creates",15.5600004196167,0.3818,0.5719
