Date,Headline,Content,Close
2023-03-29,"Buy Reliance Industries, target price Rs 2900: JM Financial","Reliance Industries Ltd., incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1501103.43 Crore) operating in Diversified sector. JM Financial has buy call on Reliance Industries with a target price of Rs 2900. The current market price of Reliance Industries is Rs 2212.5. Reliance Industries Ltd., incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1501103.43 Crore) operating in Diversified sector. Reliance Industries Ltd. key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022.",2234.699951171875
2023-03-31,Reliance Industries shares climb 5%. Here's why,"A meeting of the creditors and shareholders of Reliance Industries will be held on May 02, 2023, to consider and approve the proposed scheme of arrangement between Reliance Industries and Reliance Strategic Investments (RSIL). After the demerger, the name of Reliance Strategic Investments shall be changed to Jio Financial Services. Shares of India's most valuable firm Reliance Industries climbed nearly 5% to Rs 2,343 in Friday's trade on BSE after the company initiated the process to demerge its financial services business by calling for a meeting of creditors and shareholders.",2331.050048828125
2023-04-03,"Buy Reliance Industries, target price Rs 2435: Motilal Oswal Financial Services","Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1577187.03 Crore) operating in Diversified sector. Motilal Oswal Financial Services has buy call on Reliance Industries with a target price of Rs 2435. The current market price of Reliance Industries is Rs 2331.05. Motilal Oswal Financial Services recommended to keep stop loss at Rs 2280. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1577187.03 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-12-2022, the company has reported a Consolidated Total Income of Rs 223739.00 Crore, down -5.35 % from last quarter Total Income of Rs 236377.00 Crore and up 14.55 % from last year same quarter Total Income of Rs 195318.00 Crore. Company has reported net profit after tax of Rs 17740.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-12-2022, the company has a total of 677 Crore shares outstanding",2331.449951171875
2023-04-05,"Reliance Retail takes on Nykaa, launches omnichannel beauty product platform Tira","India’s largest retailer Reliance Retail Limited today announced the launch of Tira, an omni-channel platform for beauty products. With Tira’s launch, Reliance will be taking on Nykaa, Tata Cliq Palette, Myntra and other players in the market for beauty products. Reliance Retail launched its flagship Tira store at Jio World Drive in Bandra Kurla Complex in Mumbai, along with the launch of Tira app and website. Reliance Retail said that Tira offers a curated assortment of the global and homegrown brands. Last year, Reliance Retail Ventures Ltd (RRVL) bought a controlling stake in makeup and personal care brand Insight Cosmetics.. In a 2021 report, global market research platform Statista said that India ranked fourth in revenue generation from the beauty and personal care market, just behind the US, China, and Japan, projecting that online sales would grow 18.2 per cent in the next few years. Isha Ambani, Executive Director, Reliance Retail Ventures Limited, said, “We are excited to bring the Tira experience to our Indian customers. With Tira, we aim to break down barriers in the beauty space and democratize beauty for consumers across segments. Our vision for Tira is to be the leading beauty destination for accessible yet aspirational beauty, one that is inclusive and one that harbours the mission of becoming the most loved beauty retailer in India.” TTAPAP T TO WO WAATCH TCH Reliance Retail Ventures is the holding company of Reliance Retail Limited. Tira’s online platform also offers blogs, tutorials, trend-setting tips, personal recommendations and a virtual try-on feature.",2325.85009765625
2023-04-06,,,2341.449951171875
2023-04-10,"Reliance, WH Smith, others show interest in Future Retail","New Delhi: Reliance Retail, WH Smith, a Gordon Brothers-led international consortium, JC Flowers and Jindal Power are amongst 49 players that have submitted expressions of interest (EoIs) for Future Retail Limited after the resolution professional, Vijay Iyer of Deloitte, invited interested parties to formally express their interest for a second time because the first round of EoIs didn’t have enough participants, according to sources in the know. The other players that have submitted expressions of interest include a bunch of scrap dealer firms and some individual investors like Harsha Vardhan Reddy. Reliance Retail and WH Smith were yet to respond to ET’s queries at the time of going to press. Jindal Power declined to comment. Gordon Brothers, an international restructuring firm, could not be reached for comment. JC Flowers and Harsha Vardhan Reddy could also not be reached for comment. Future retail has debt of around Rs. 21,000 crore. The company owns large and small format stores under the Big Bazaar Brand. The company also has a 100% subsidiary which runs nearly 100 stores under the WH Smith brand. The shares of the subsidiary could be available for a buyer to purchase. The company also owns the Foodhall brand of stores though the stores under the brand number under ten",2324.85009765625
2023-04-11,"Deepak Shenoy on the next triggers for Reliance, largecap banks","In Reliance, so many parts of the business seem to be firing on different fronts. For instance, the retail part recently saw a slew of acquisitions in the fashion space. They have added Campa Cola and I thought they would be advertising it like crazy in the IPL. I have not seen that\. But there is that as well that is coming in from the retail front. On Jio, I think the acquisition numbers we are seeing Vodafone lose more and more in terms of subscribers. Jio will probably get more as a result of the IPL and due to some of the new plans that they are coming up with, what they are doing with 5G and the phones coming later this year, there is this potential move there. Unlock Leadership Excellence with a Range of CXO Courses Offering College Course Website IIM Lucknow IIML Chief Executive Officer Programme Visit Indian School of Business ISB Chief Digital Officer Visit IIM Kozhikode IIMK Chief Product Officer Programme Visit There is the financial services demerger which unlocks roughly Rs 85,000 crore of value over the next four or five years into a subsidiary which all current shareholders of Reliance will get as part of their ownership. So that is another part, an unexpected part of that business. Apart from that, they have the oil and gas, refining and petchem business, which I think is relatively strong compared to any other competitor in India. So, there are fairly good cash flows. Their ROEs are nothing to write home about right now. I think whenever a demerger happens, it will trigger a re-rating in the stock price. But earnings this quarter should be very interesting. Hopefully there will be better earnings from their oil and gas business and much more from the retail and Jio business as well. All are adding up to where the current PE is now 22 or 23 times historical. I believe if they get their earnings right, it might fall below 20 as well. We are invested and so quite honestly, very biased here.",2336.35009765625
2023-04-12,Reliance Industries Ltd readies $2.4-3 billion InvIT for retail warehousing assets,"Mukesh Ambani-led Reliance Industries Ltd (RIL) has initiated a process that could see the group unlock value in the backend warehousing and related logistics assets of its retail business, through an infrastructure investment trust (InvIT), said three people aware of the development. Reliance Retail Ltd - the country's largest retailer by revenue, scale and profit - has already started laying the groundwork for the proposed InvIT of its",2346.64990234375
2023-04-13,"IndianOil, Adani-Total, Shell lap up Reliance's KGD6 gas; IOC top bidder","State-owned Indian Oil Corporation (IOC), Adani-Total Gas Ltd and Shell were among the 29 companies that bid and bought natural gas to be produced from the deepest field in the KG-D6 block of Reliance Industries Ltd and bp, sources said. IOC walked away with almost half of the 6 million standard cubic meters per day of gas sold in an e-auction on Wednesday while state-owned gas utility GAIL bought 0.7 mmscmd, Adani-Total Gas Ltd 0.4 mmscmd, Shell 0.5 mmscmd, GSPC 0.25 mmscmd and IGS another 0.5 mmscmd, two sources with knowledge of the matter said. Reliance-bp on Wednesday held an e-auction for sale of gas from the MJ field in their eastern offshore KG-D6 block after incorporating the government's new marketing rules to give CNG-selling city gas companies first priority over supplies. The bidding saw participation from 41 companies from various sectors including city gas, fertiliser, oil refinery, glass, ceramics and traders, sources said adding unlike previous auction Reliance did not buy any of KG-D6 gas. TTAPAP T TO WO WAATCH TCH The price was indexed to the global LNG market, JKM but will be subject to the government-notified ceiling price. Bidders were asked to quote variable 'V' in the gas price formula 'JKM + V'. The final bid price came at USD 0.75 per million British thermal unit premium over the JKM price (JKM + USD 0.75 per",2355.5
2023-04-17,,,2367.449951171875
2023-04-18,"Four charts map Adani Group’s debt pile, reliance on global banks for funding","s pile of debt increased almost 21% over the past year and the proportion held by global banks rose to nearly a third, according to data seen by Bloomberg that offers an up-to-date snapshot of its financial health. Information gleaned from people familiar with the conglomerate’s inner workings as well as from presentations to investors reveal 29% of its borrowings were with global international banks at the end of March — a category that didn’t feature on the group’s list of creditors seven years ago. Yet the data also show a metric for its ability to pay off its debts improved",2340.35009765625
2023-04-19,Abneesh Roy on Reliance’s FMCG play & what it will mean for competitors.,"Abneesh Roy, Executive Director, Nuvama Institutional Equities, says in the pure play FMCG, Reliance will do well in the namkeen and surface cleaner categories for example because there again consumers are quite happy to switch if there is an affordable pricing. In some of these categories, Reliance has done well in their own private label business in the modern trade, but in personal care, soaps, and a lot of the hair care etc. What happens with Reliance's foray into more regional FMCG brands? They are planning to partner with 10 million merchants over the next five years. The recent acquisition includes the likes of Lotus Chocolate, Sosyo Hajoori, partnership with Maliban is also coming in. Whose market share do they eatinto with this? We released a very detailed report on Reliance FMCG on Monday. One thing is, anything Reliance does, the other FMCG players and analysts will see very closely, very seriously, because Reliance has shown that they can disrupt a sector. Unlock Leadership Excellence with a Range of CXO Courses Offering College Course Website Indian School of Business ISB Chief Technology Officer Visit IIM Kozhikode IIMK Chief Product Officer Programme Visit IIM Lucknow IIML Chief Marketing Officer Programme Visit Having said that, in FMCG, the disruption by a new player is very rare because due to brand loyalty, distribution, technological know-how and the data which now all large FMCG companies have, has become very difficult for newcomers to disrupt the industry. Also, we have seen that D2C start-ups in FMCG are having a very tough time. We have seen the listed FMCG companies acquire some of those and that again will help them in terms of market share. I will say that in most of the personal care and even in food, say biscuits and chocolates, it will be very tough for a new player to have a big dent in terms of market share. Reliance knows all this. So they will also pick and choose which battle to focus on. So commoditised FMCG, where Adani Wilmar has a good play, there the market share of the organised players is fairly limited and the opportunity size is very large. Being India's largest modern-day player and a very strong ecommerce grocery player also, Reliance already has a right to win in those kinds of FMCG which are a bit more commoditized.",2352.0
2023-04-20,"Add Reliance Industries, target price Rs 2674.: HDFC Securities","Securities has add call on Reliance Industries with a target price of Rs 2674. The current market price of Reliance Industries is Rs 2342.05. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1585644.53 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-12-2022, the company has reported a Consolidated Total Income of Rs 223739.00 Crore, down -5.35 % from last quarter Total Income of Rs 236377.00 Crore and up 14.55 % from last year same quarter Total Income of Rs 195318.00 Crore. Company has reported net profit after tax of Rs 17740.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has S R B C & Co. LLP as its auditors. As on 31-12-2022, the company has a total of 677 Crore shares outstanding.",2346.050048828125
2023-04-21,"Reliance Jio Q4 Results: PAT jumps 13% YoY to Rs 4,716 cr; beats estimates","Reliance Jio, the telecom arm of Reliance Industries, reported a net profit of INR47.16bn ($635m) in Q4 2019, a 13% YoY increase. Jio, which added 29.2 million subscribers in FY2023, also showed a 12% YoY revenue rise with income from operations of INR233.94bn. However, revenue and profit growth was weaker than in previous quarters due to increased expenses and lack of recent tariff hikes. Mukesh Ambani, the chairman and managing director of Reliance Industries, said Jio continued to extend ""True 5G reach to 2,300+ cities and towns"". Reliance Industries arm Reliance Jio's net profit rose 13% to Rs 4,716 crore for the quarter ended March, beating estimates by a healthy margin. An ET Now Poll has pegged the profit figure at Rs 4,666 crore The profit was Rs 4,173 crore in the same period last year. Jio reported its slowest profit and revenue growth in five quarters on Friday, due to higher expenses and lack of recent tariff hikes. Revenue from operations came in at Rs 23,394 crore for the reporting period, showing a growth of 12% year-on-year. The revenue is in-line with estimates. The telecom arm of oil-to-retail conglomerate Reliance Industries has reported an operating profit of Rs 12,210 crore for the fourth quarter, while margins stood at 52.19%",2349.0
2023-04-24,"Buy Reliance Industries, target price Rs 2900: JM Financial","The brokerage reiterated BUY (unchanged TP of Rs 2,900) given RIL’s industry leading capabilities across businesses and expectation of robust 13-14% EPS CAGR over the next 3-5 years. JM Financial has buy call on Reliance Industries Ltd. with a target price of Rs 2900.0. The current market price of Reliance Industries Ltd. is Rs 2354.4 . Reliance Industries Ltd., incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1589355.48 Crore) operating in Diversified sector. Reliance Industries Ltd. key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. TTAPAP T TO WO WAATCH TCH Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2358.0
2023-04-25,,,2376.050048828125
2023-04-26,"Hinduja Group firm emerges highest bidder with Rs 9,650 cr offer for Reliance Capital in second auction","The Reserve Bank of India (RBI) on November 29, 2021, superseded the board of Reliance Capital in view of payment defaults and serious governance issues. The RBI appointed Nageswara Rao Y as the administrator in relation to the Corporate Insolvency Resolution Process (CIRP) of the firm. A Hinduja Group firm on Wednesday emerged as the highest bidder with an offer of Rs 9,650 crore to take over debt-ridden Reliance Capital in the second round of auction, sources said. The bid by IndusInd International Holdings Ltd (IIHL) is higher than Rs 8,640 crore offer made by TorrentInvestments in the first round of auction held in December last year. The other two suitors -- Torrent Investments and Oaktree -- did not participate in the second round of auction, sources said. An e-mail sent to Hinduja Group for comment remained unanswered. TTAPAP T TO WO WAATCH TCH The Committee of Creditors (CoC) had set a minimum bid amount of Rs 9,500 crore for the first round and Rs 10,000 crore for the second round, with an additional Rs 250 crore for subsequent rounds. The CoC had also put a condition that all bids must have a minimum of Rs 8,000 crore upfront cash payment, sources said, adding, the IIHL bid of Rs 9,650 crore is an all upfront cash bid. The second round of auction was held on Wednesday after the Supreme Court allowed the lenders to go ahead with the extended challenge mechanism in order to maximise the recovery from the sale of Reliance Capital's assets.",2362.10009765625
2023-04-27,"Hinduja sole bidder for Reliance Capital with ₹9,650 cr offer","Torrent Investments and Oaktree Capital didn't submit bids, although they had indicated earlier that they would participate in the process, the people said. Hinduja Group entity IndusInd International Holdings was the sole bidder for Reliance Capital at the auction held on Wednesday as part of bankruptcy proceedings, said two people aware of the development. It submitted a ₹9,650 crore upfront cash offer, they said. TorrentInvestments and Oaktree Capital didn't submit bids, although they had indicated earlier that they would participate in the process, the people said. ""Torrent participated in the mock auction drill today (Wednesday) and preauction discussions but did not submit a bid today,"" said one of the persons",2377.050048828125
2023-04-28,"After Reliance-Warner deal, JioCinema pricing, local content in focus","The video streaming business of Mukesh Ambani, Asia's richest person, is likely to focus on pricing and local content following a deal with Warner Bros as it seeks to challenge the likes of Disney and Netflix, industry sources said. Under the content deal announced on Thursday, popular series from HBO and Warner Bros, such as Harry Potter and Succession, will be available from next month on the JioCinema platform, which Ambani's Viacom18 has promoted for weeks by offering popular IPL cricket matches for free. ElevateYour Tech Prowess with High-Value Skill Courses Offering College Course Website IIM Kozhikode IIMK Advanced Data Science For Managers Visit Northwestern University Kellogg Post Graduate Certificate in Product Management Visit Indian School of Business ISB Product Management Visit A pricing strategy for JioCinema is still under discussion internally, an industry source said, but Ambani has a reputation of disrupting rivals in the price-sensitive market with cheap offers. In 2016, he offered mobile data for free, making hi",2420.5
2023-05-02,"Reliance Jio VR headset launched. Check price, features, settings","Jio VR Headset has been launched amidst the peak Indian Premier League (IPL) 2023 season. One can check Jio VR headset, settings and features. Reliance Jio has launched virtual reality (VR) headset at affordable prices. Cricket lovers can enjoy Indian Premier League (IPL) 2023 matches with a 360-degree view. Reliance Jio VR headset has been named JioDrive VR headset. Reliance Jio's JioDrive VR headset can be purchased at a discounted pirce of Rs 1,299 on JioMart website. JioDrive VR headset comes with 3-month warranty. TTAPAP T TO WO WAATCH TCH Jio VR Headset Features JioDrive VR headset is exclusively for Jio users, according to features listed on JioMart website. JioDive supports Android and iOS smartphones. However, smartphones need to have a display size between 4.7 and 6.7 inches. Reliance Jio's JioDrive VR headset is compatible with Android 9 and above and iOS 15 and above. Catch the thrill of TATA IPL on JioCinema on a 100-inch virtual screen with JioDive. There is a click button for seamless interaction in VR and three-way adjustable strap for a perfect fit.",2441.050048828125
2023-05-03,Reliance Power posts Rs 322 crore net profit in March quarter,"Total income of the company stood Rs 1,856.32 crore in the latest March quarter as against Rs 1,878.40 crore in the same period a year ago. Reliance Power on Wednesday reported a net profit of Rs 321.79 crore for the quarter ended March 2023. The consolidated net loss of the company was Rs 657.89 crore in the quarter ended on March 31, 2022, according to a BSE filing. Total income of the company stood Rs 1,856.32 crore in the latest March quarter as against Rs 1,878.40 crore in the same period a year ago. The company's board has appointed Punit Narendra Garg as an Additional Director (Non-Executive Non-Independent). TTAPAP T TO WO WAATCH TCH Besides, Ramandeep Kaur has been appointed as the Company Secretary cum Compliance Officer and Ashok Kumar Pal as the Manager.",2420.10009765625
2023-05-04,Sberbank’s tech push shows Russia’s growing reliance on its top bank,"Once a Soviet savings behemoth, Sberbank’s image has gradually been transformed under CEO German Gref, who has overseen investments into artificial intelligence, cloud services, big data and smart devices. Already Russia’s dominant lender, state-owned Sberbank has become one of the country’s leading technology players, taking on an increasingly important role as sanctions and exiting rivals create gaps only a handful of firms can fill. Once a Soviet savings behemoth, Sberbank’s image has gradually been transformed under CEO German Gref, who has overseen investments into artificial intelligence, cloud services, big data and smart devices. ElevateYour Tech Prowess with High-Value Skill Courses Offering College Course Website IIT Delhi IITD Certificate Programme in Data Science & Machine Learning Visit IIM Kozhikode IIMK Advanced Data Science For Managers Visit IIM Kozhikode IIMK Senior Management Programme Visit The shift, which now sees facial recognition used to access parts of the bank’s plush new offices in Moscow, shows how Russia and Sberbank are adapting to the unprecedented economic sanctions imposed by the West over the conflict in",2448.0
2023-05-05,Bondholders asked to return equity shares in Reliance General to administrator,"According to an order reviewed by ET, the tribunal said handing over the custody of the shares in the Reliance Capital subsidiary would not alter the security interest of the bondholders. This could imply that these bondholders may be entitled to superior treatment over other creditors, experts said. Mumbai: In a development that could aid the resolution of Reliance Capital, the National Company Law Tribunal on Thursday directed Credit Suisse-led bondholders to return the custody of equity shares in Reliance General Insurance Co to the administrator, Nageswara Rao Y. According to an order reviewed by ET, the tribunal said handing over the custody of the shares in the Reliance Capital subsidiary would not alter the security interest of the bondholders. This could",2441.75
2023-05-08,Reliance Jio partners up with IRM to enhance ERM & risk intelligence awareness,"As a part of the association IRM India Affiliate and Jio will organise webinars, roundtables, industry meetings, and thought leadership articles towards knowledge building to enhance ERM and risk intelligence for the sector. Reliance Jio and the Institute of Risk Management (IRM), India Affiliate have entered a knowledge partnership to build resilience of Enterprise Risk Management (ERM) in the telecoms industry, the telco said Monday. As a part of the association IRM India Affiliate and Jio will organise webinars, roundtables, industry meetings, and thought leadership articles towards knowledge building to enhance ERM and risk intelligence for the sector, it added in a media statement.",2471.89990234375
2023-05-09,Mukesh Ambani’s Reliance has stock analysts most bullish in 7 years,"The stock is down 3% so far in 2023 compared with a gain of 1.5% in the S&P BSE Sensex Index, hurt in part by a decline in crude prices. Thirty-three of the 38 analysts that cover the conglomerate have buy ratings, with many citing attractive valuations as well as optimism for its various oil-related, consumer and telecom businesses. Analysts are at their most bullish on billionaire Mukesh Ambani’s Reliance Industries Ltd. since January 2016 amid a dip in the share price of India’s largest company. The stock is down 3% so far in 2023 compared with a gain of 1.5% in the S&P BSE Sensex Index, hurt in part by a decline in crude prices. Thirty-three of the 38 analysts that cover the conglomerate have buy ratings, with many citing attractive valuations as well as optimism for its various oil-related, consumer and telecom businesses. The planned listing of the company’s Jio Financial Services Ltd. later this year “could drive value unlocking and is a potential key trigger for the stock,” said Hemang Khanna, an analyst at Nomura Financial Advisory & Securities India Pvt. He added that consumer and new-energy businesses will be key drivers of value creation for Reliance.",2479.550048828125
2023-05-10,"Reliance Industries has multiple catalysts, 20% upside potential: JPMorgan","Synopsis JPMorgan believes the $45 billion worth of investments and capex across business verticals to be fully value accretive by FY25. This is not priced in by the current stock price which offers an attractive risk-reward, the brokerage said. Mumbai: JPMorgan expects the underperformance in Reliance Industries as against the Nifty to narrow further after the shares of India's most valued company rose 13.6% from its 52-week low of ₹2,180 on March 20. The brokerage has an 'overweight' rating on the stock with a target price of ₹2,960. This translates into almost a 20% upside potential from Tuesday's closing price of ₹2,477. ""RIL stock's underperformance has been more flows driven rather than any material deterioration in the underlying businesses,"" JPMorgan said in a client note. ""The March quarter FII sell-down (-1.1%) was the largest quarter",2496.60009765625
2023-05-11,Supreme Court upholds ₹278-crore award in Reliance Infra's favour,"Anil Ambani's Reliance Infrastructure has won a ₹278 crore (~$38.8 million) arbitral award against the Goa government in a dispute related to non-payment of electricity dues. The Supreme Court has upheld the award, setting aside the Bombay High Court's partial quashing of it. The High Court has been criticized for reducing the interest rates on the award, which was given to Reliance Infrastructure after disputes over pricing. New Delhi: The Supreme Court on Wednesday upheld the ₹278-crore arbitral award Anil Ambani's Reliance Infrastructure won against the Goa government in a dispute related to nonpayment of electricity dues supplied by the company. A bench led by Justice Dinesh Maheswari set aside the Bombay High Court's judgment that partially quashed the February 2018 arbitration award.",2480.300048828125
2023-05-12,,,2484.35009765625
2023-05-15,"Airtel, Reliance Jio use divergent strategies to catch eyeballs in IPL","Media spending on the IPL by the telcos is more targeted and tactical than before. Bharti Airtel and Reliance Jio are making a dash for consumer eyeballs with the Indian Premier League (IPL) T20 cricket tournament that’s currently under way. Their strategies are different--Airtel is using the IPL to market its 5G services. Jio is employing it to raise awareness about the features of its new postpaid plans as well as the JioDive virtual reality headset. “With just three (telecom) players left, and all of them established, the IPL platform now serves for scheme-led advertising, rather than generic brand building,” said Harish Bijoor, founder, Harish Bijoor Consults.",2489.25
2023-05-16,Reliance-BP selling diesel at Rs 1 discount over PSU rates: Report,"Reliance Industries, operator of the world’s largest refining complex, has reportedly reduced diesel prices by Rs 1 per litre compared to state-owned fuel retailers since Monday. Reliance is said to have begun selling petrol and diesel at market rates again in April in response to global oil prices falling; previously, prices were set below cost to match those of public sector retailers IOC, BPCL and HPCL. Reliance Industries Ltd, operator of the world's biggest refining complex, has reportedly slashed diesel prices. According to Reuters, Reliance has been selling diesel at Rs 1 rupee per litre cheaper than state fuel retailers since Monday. News wire agency PTI in April first reported that Reliance-BP and Russia's Rosneft-backed Nayara Energy begun pricing petrol and diesel at market rates for the first time in over a year after a fall in global oil prices cut losses. Reliance BP Mobility Ltd (RBML), a joint venture between Reliance Industries Limited and UK's BP, Nayara Energy and Shell sold petrol and diesel at huge losses as they tried to match the below-cost frozen rates of dominant public sector retailers. The losses were despite pricing fuel at slightly higher rates than stateowned Indian Oil Corporation (IOC), Bharat Petroleum Corporation Ltd (BPCL) and Hindustan Petroleum Corporation Ltd (BPCL). TTAPAP T TO WO WAATCH TCH But a fall in international oil prices has helped bring the PSU pump-matching retail rates at par with cost. Nayara, the largest private fuel retailer, owns over 7 per cent of India's 86,855 petrol pumps. RBML has 1,555 petrol pumps. State-owned IOC, BPCL and HPCL first froze petrol and diesel rates for 137 days beginning early November 2021 when five states including Uttar Pradesh went to the polls. A second round of hiatus began on April 6, 2022 and is still",2453.800048828125
2023-05-17,"Reliance Retail, Adani no longer in race for Future Retail: Report","According to the report, a total of six bids have been received for the final round of bidding for Future Retail from lesser-known companies. Realty firm Space Mantra has bid the highest for the company, meanwhile, the five other applicants have bided for parts of Future Retail. Financial creditors have claimed around Rs 20,000 crore from Future Retail. Two of India's largest conglomerates Reliance Retail and Adani Group have opted out from the final bidding process for Future Retail, reported ET NOW, citing sources, on Wednesday. According to the report, a total of six bids have been received for the final round of bidding for Future Retail from lesser-known companies. Realty firm Space Mantra has bid the highest for the company meanwhile",2439.300048828125
2023-05-18,Reliance Retail is set to bring Chinese fashion giant Shein to India,"The Centre had banned Shein, one of the world’s largest fashion retailers, from selling its products in India through its own app over two years back as part of a larger crackdown on Chinese apps following escalated border conflicts. Reliance Retail is set to bring Chinese fashion giant Shein to India through a strategic partnership, over two years after the latter's app was banned by the Indian government, executives aware of the developments said. “Shein is likely to source from India for other countries as well, since it is facing scrutiny in the US,” one of the executives said. The Centre had banned Shein, one of the world’s largest fashion retailers, from",2434.050048828125
2023-05-19,Reliance Retail is set to bring Chinese fashion giant Shein to India,"The Centre had banned Shein, one of the world’s largest fashion retailers, from selling its products in India through its own app over two years back as part of a larger crackdown on Chinese apps following escalated border conflicts. Reliance Retail is set to bring Chinese fashion giant Shein to India through a strategic partnership, over two years after the latter's app was banned by the Indian government, executives aware of the developments said. “Shein is likely to source from India for other countries as well, since it is facing scrutiny in the US,” one of the executives said. The Centre had banned Shein, one of the world’s largest fashion retailers, from",2441.949951171875
2023-05-22,"Reliance Power proposes settlement of Rs 1,200 crore to Vidarbha Inds lenders","In September 2022, Reliance Power entered into an indicative memorandum of understanding with Varde Partners for availing debt of up to ₹1,200 crore for the settlement and discharge and/or acquisition and restructuring of certain financial debt availed by Reliance Power. In June 2021, Varde Partners invested ₹550 crore in Reliance Infrastructure. Anil Ambani-promoted Reliance Power has proposed a one-time settlement (OTS) of ₹1,200 crore to the lenders of Vidarbha Industries Power to settle its debt, said two sources aware of the development. Reliance Power's OTS offer is supported by global alternative investment firm Varde Partners, one source said. In September 2022, Reliance Power entered into an indicative memorandum of understanding with Varde Partners for availing debt of up to ₹1,200 crore for the settlement and discharge and/or acquisition and restructuring of certain financial debt availed by Reliance Power. In June 2021, Varde Partners invested ₹550 crore in Reliance Infrastructure.",2455.0
2023-05-23,"Buy Reliance Industries, target price Rs 2479.8: ICICI Direct","ICICI Direct has buy call on Reliance Industries with a target price of Rs 2479.8. The current market price of Reliance Industries is Rs 2463. Time period given by analyst is Intra Day when Reliance Industries price can reach defined target. ICICI Direct recommended to keep stop loss at Rs 2437. Reliance Industries, incorporated in the year 1973, is a Large Cap company (having a market cap of Rs 1665880.01 Crore) operating in Diversified sector. Reliance Industries key Products/Revenue Segments include Petrochemicals, Oil & Gas, Income From Financial Services, Other Services, Others and Income from Retailing for the year ending 31-Mar-2022. Financials For the quarter ended 31-03-2023, the company has reported a Consolidated Total Income of Rs 219294.00 Crore, down -1.99 % from last quarter Total Income of Rs 223739.00 Crore and up 2.31 % from last year same quarter Total Income of Rs 214344.00 Crore. Company has reported net profit after tax of Rs 21296.00 Crore in latest quarter. The company’s top management includes Mr.Mukesh D Ambani, Mr.K V Chowdary, Mrs.Arundhati Bhattacharya, Dr.Shumeet Banerji, Mr.Raminder Singh Gujral, Mr.Adil Zainulbhai, Mrs.Nita M Ambani, Mr.Hital R Meswani, Mr.Nikhil R Meswani, Mr.Pawan Kumar Kapil, Mr.P M S Prasad, Mr.Yasir Othman H Al Rumayyan. Company has D T S & Associates LLP as its auditors. As on 31-03-2023, the company has a total of 677 Crore shares outstanding.",2454.550048828125
